"","square1","square2","square3","room","type_house","state","value","currency","dist"
"4955","60","40","12","2","Stalinka","euro","99000","$","Pechersky"
"4956","78","48","8","3","ukrainian_brick","serious_repair_needed","78000","$","Shevchenkovsky"
"4957","75.57","35","21-May","2","","from_builders(otdelka)","136253","$","Pechersky"
"4958","62.07","28","20","2","","from_builders(otdelka)","107319","$","Pechersky"
"4959","53.32","20","21","1","","from_builders(otdelka)","85472","$","Pechersky"
"4960","110","67","19","4","Stalinka","euro","520000","$","Pechersky"
"4961","56","41","6","2","Stalinka","good","105000","$","Podolsky"
"4962","37","25","8","2","before_revolution","euro","77000","$","Podolsky"
"4963","37","18","9","1","ukrainian_brick","cosmetic_repair_needed","50000","$","Holosiivsky"
"4964","52","11","25","2","before_revolution","euro","127000","$","Shevchenkovsky"
"4965","65","34","10","2","Stalinka","euro","195000","$","Pechersky"
"4966","56","40","6","3","ukrainian_brick","good","56000","$","Podolsky"
"4967","45","16","12","2","monolyth_concrete","good","38000","$","Dneprovsky"
"4968","93","64","8","4","panel","good","50000","$","Podolsky"
"4969","87","54","12","3","ukrainian_brick","from_builders(planirovka)","146000","$","Podolsky"
"4970","118","70","15","3","ukrainian_brick","euro","215000","$","Podolsky"
"4971","90","52","15","2","ukrainian_brick","from_builders(planirovka)","150000","$","Podolsky"
"4972","30","15","7","1","panel","good","40000","$","Dneprovsky"
"4973","48","22","9-Jan","1","ukrainian_brick","euro","150000","$","Podolsky"
"4974","72","42","9","3","monolyth_concrete","good","50500","$","Podolsky"
"4975","68","27","17","2","ukrainian_brick","from_builders(planirovka)","125000","$","Pechersky"
"4976","70","32","16","2","Stalinka","euro","135000","$","Shevchenkovsky"
"4977","48","16","17","1","ukrainian_brick","euro","137000","$","Pechersky"
"4978","50","30","8","2","Stalinka","euro","140000","$","Shevchenkovsky"
"4979","55","16","19","1","ukrainian_brick","euro","163000","$","Pechersky"
"4980","124","65","21","4","ukrainian_brick","euro","240000","$","Podolsky"
"4981","79","41","14","2","ukrainian_brick","euro","192000","$","Podolsky"
"4982","82","41","14","2","ukrainian_brick","euro","195000","$","Podolsky"
"4983","140","81","32","3","ukrainian_brick","euro","260000","$","Podolsky"
"4984","72","36","5","2","ukrainian_brick","euro","120000","$","Podolsky"
"4985","47","19","12","1","","euro","52000","$","Obolon"
"4986","82","42","15","2","","from_builders(planirovka)","61000","uah","Sviatoshynsky"
"4987","45","29","7","2","panel","serious_repair_needed","35000","$","Desniansky"
"4988","101.4","56","18","2","","good","115000","$","Dneprovsky"
"4989","39","17","9","1","","good","32000","$","Solomensky"
"4990","55","21","19-Feb","2","","euro","138000","$","Darnitsky"
"4991","42.5","28-Feb","6","2","old_brick","euro","45000","$","Shevchenkovsky"
"4992","74","28","28","3","Stalinka","euro","120000","$","Holosiivsky"
"4993","45.4","31","7-Jan","2","panel","good","33500","$","Darnitsky"
"4994","47","29","7","2","ukrainian_brick","euro","98000","$","Shevchenkovsky"
"4995","81.4","52.4","8","4","ukrainian_brick","good","63000","$","Sviatoshynsky"
"4996","86.2","60","12","4","","serious_repair_needed","47000","$","Dneprovsky"
"4997","50","30","8-May","2","before_revolution","good","109000","$","Pechersky"
"4998","55","7","18","2","ukrainian_brick","euro","110000","$","Solomensky"
"4999","202","70","60","4","monolyth_concrete","from_builders(planirovka)","235000","$","Shevchenkovsky"
"5000","68","36","12","2","monolyth_concrete","euro","60000","$","Desniansky"
"5001","137","1","1","4","monolyth_concrete","from_builders(planirovka)","1000000","$","Pechersky"
"5002","89","1","1","2","monolyth_concrete","from_builders(planirovka)","160200","$","Shevchenkovsky"
"5003","145","93","16","4","ukrainian_brick","from_builders(planirovka)","110000","$","Darnitsky"
"5004","187","1","1","4","ukrainian_brick","euro","299995","$","Obolon"
"5005","170","1","1","3","monolyth_concrete","euro","490000","$","Pechersky"
"5006","56.4","1","1","2","monolyth_concrete","from_builders(planirovka)","56000","$","Dneprovsky"
"5007","47.5","1","1","1","monolyth_concrete","from_builders(planirovka)","49000","$","Dneprovsky"
"5008","75","1","1","2","ukrainian_brick","euro","250000","$","Obolon"
"5009","48","28","8-May","2","","good","44000","$","Dneprovsky"
"5010","55","29","9","2","panel","serious_repair_needed","38000","$","Desniansky"
"5011","76","40","15","2","","cosmetic_repair_needed","76500","$","Darnitsky"
"5012","122","69","15","3","","from_builders(otdelka)","112000","$","Solomensky"
"5013","121","69","17","3","","from_builders(otdelka)","112000","$","Solomensky"
"5014","47","19","7","2","ukrainian_brick","good","39000","$","Holosiivsky"
"5015","42","18","9-May","1","ukrainian_brick","from_builders(planirovka)","25900","$","Sviatoshynsky"
"5016","161","101","11","3","monolyth_concrete","from_builders(planirovka)","400000","$","Shevchenkovsky"
"5017","80","24","30","3","before_revolution","euro","230000","$","Shevchenkovsky"
"5018","125","84","21","4","","from_builders(planirovka)","200000","$","Pechersky"
"5019","93","56","14","3","","good","102000","$","Obolon"
"5020","72","30","18","2","ukrainian_brick","good","169000","$","Pechersky"
"5021","62","25","18","2","","from_builders(otdelka)","65500","$","Holosiivsky"
"5022","63","20","30","2","","euro","210000","$","Pechersky"
"5023","77","40","17","2","","euro","600000","$","Pechersky"
"5024","47","25","10","2","","euro","130000","$","Pechersky"
"5025","70","43","9","3","panel","serious_repair_needed","47900","$","Podolsky"
"5026","128","88","16","3","","euro","280000","$","Obolon"
"5027","107","2","2","3","monolyth_concrete","from_builders(otdelka)","103000","$","Holosiivsky"
"5028","126","65","12","3","","euro","247000","$","Obolon"
"5029","90","49","15","3","ukrainian_brick","euro","85000","$","Holosiivsky"
"5030","72","30","22","2","ukrainian_brick","from_builders(otdelka)","115000","$","Shevchenkovsky"
"5031","172","120","40","3","ukrainian_brick","euro","534000","$","Shevchenkovsky"
"5032","113","81","16","3","ukrainian_brick","euro","117000","$","Darnitsky"
"5033","100","62","11","3","Stalinka","serious_repair_needed","250000","$","Pechersky"
"5034","43","30","6","2","","good","35000","$","Podolsky"
"5035","59","30","9","2","","good","49900","$","Podolsky"
"5036","64","38","8","3","","good","53500","$","Obolon"
"5037","68","42","8","3","","satisfactory","47000","$","Podolsky"
"5038","60","41","7","3","","satisfactory","42000","$","Obolon"
"5039","80","36","12","2","","good","64000","$","Podolsky"
"5040","46","27","8","2","","good","37000","$","Obolon"
"5041","100","68","32","3","","good","218000","$","Holosiivsky"
"5042","105","60","19","3","","good","135000","$","Darnitsky"
"5043","83","45","12","3","","good","115000","$","Holosiivsky"
"5044","137","90","15","3","","from_builders(otdelka)","180000","$","Shevchenkovsky"
"5045","76","28","22","2","","from_builders(otdelka)","98000","$","Shevchenkovsky"
"5046","67","36","12","2","","euro","67800","$","Darnitsky"
"5047","130","74","30","3","","euro","750000","$","Pechersky"
"5048","110","54","15","3","","from_builders(planirovka)","258000","$","Pechersky"
"5049","60","18","30","2","","euro","192000","$","Pechersky"
"5050","72","38","25","2","","euro","195000","$","Pechersky"
"5051","47","16","19","2","","euro","150000","$","Pechersky"
"5052","82","35","24","2","","euro","240000","$","Pechersky"
"5053","48","19","14","1","","euro","126000","$","Pechersky"
"5054","44","18","20","1","","euro","135000","$","Pechersky"
"5055","155","98","37","4","","euro","770000","$","Pechersky"
"5056","63","20","30","2","","euro","220000","$","Pechersky"
"5057","120","78","30","3","","euro","450000","$","Pechersky"
"5058","110","40","65","3","before_revolution","euro","299000","$","Shevchenkovsky"
"5059","122","60","40","3","Stalinka","euro","375000","$","Shevchenkovsky"
"5060","47","17","12","1","monolyth_concrete","euro","59900","$","Darnitsky"
"5061","100","50","35","3","monolyth_concrete","euro","220000","$","Pechersky"
"5062","88","37","14","2","monolyth_concrete","euro","125000","$","Shevchenkovsky"
"5063","169","92","14","5","","from_builders(otdelka)","183000","$","Solomensky"
"5064","150","88","30","4","ukrainian_brick","from_builders(otdelka)","98000","$","Holosiivsky"
"5065","90","55","12","3","","good","62700","$","Dneprovsky"
"5066","43","18","10","1","","euro","58000","$","Darnitsky"
"5067","94","49","11","3","old_brick","good","175000","$","Shevchenkovsky"
"5068","99","56","15","3","","from_builders(otdelka)","115000","$","Shevchenkovsky"
"5069","81","51","13","3","ukrainian_brick","euro","125000","$","Shevchenkovsky"
"5070","100","59","10","3","before_revolution","euro","150000","$","Holosiivsky"
"5071","86","56","9","3","before_revolution","good","100000","$","Holosiivsky"
"5072","96","55.2","12-Jun","4","","euro","110000","$","Shevchenkovsky"
"5073","88","48","13","3","","satisfactory","63000","$","Dneprovsky"
"5074","46","27","7","2","","euro","43000","$","Sviatoshynsky"
"5075","77","35","10","2","ukrainian_brick","euro","195000","$","Pechersky"
"5076","70","41","8","3","","good","48000","$","Shevchenkovsky"
"5077","45","29","7","2","","serious_repair_needed","35000","$","Desniansky"
"5078","126","68","15","3","","euro","210000","$","Obolon"
"5079","62","50","8","2","","from_builders(otdelka)","187800","$","Pechersky"
"5080","30","15","7-May","1","old_brick","serious_repair_needed","700000","uah","Holosiivsky"
"5081","44","28","6","2","old_brick","cosmetic_repair_needed","28800","$","Shevchenkovsky"
"5082","30-May","18","5-May","1","","good","27000","$","Shevchenkovsky"
"5083","45","28","6","2","","good","38000","$","Solomensky"
"5084","83","42","10","3","","good","55000","$","Desniansky"
"5085","60","47","9","2","","serious_repair_needed","94990","$","Pechersky"
"5086","33","18","8","1","","good","31000","$","Obolon"
"5087","76","31","38","2","Stalinka","euro","185000","$","Pechersky"
"5088","68","39","9","3","","satisfactory","76000","$","Podolsky"
"5089","54","33","8-May","2","monolyth_concrete","good","45000","$","Desniansky"
"5090","120","65","39","3","","euro","385000","$","Podolsky"
"5091","68","42","10","3","","satisfactory","46000","$","Darnitsky"
"5092","46","28","7","2","","good","46900","$","Shevchenkovsky"
"5093","100","60","15","3","","euro","104000","$","Solomensky"
"5094","75","40","15","2","","euro","115000","$","Shevchenkovsky"
"5095","100","55","15","3","","euro","128000","$","Shevchenkovsky"
"5096","54","30","15","2","","euro","161000","$","Pechersky"
"5097","45","30","7","3","","euro","41500","$","Solomensky"
"5098","72","45","8","3","","good","50000","$","Dneprovsky"
"5099","70","60","10","2","","good","130000","$","Shevchenkovsky"
"5100","96","75","14","3","","euro","82900","$","Holosiivsky"
"5101","50","35","15","2","","euro","135000","$","Pechersky"
"5102","42","14","28","1","","euro","86000","$","Shevchenkovsky"
"5103","79","50","12","3","","cosmetic_repair_needed","70000","$","Darnitsky"
"5104","68.41","53","10","2","","serious_repair_needed","58149","$","Darnitsky"
"5105","36.55","20","10","1","","serious_repair_needed","32895","$","Darnitsky"
"5106","35.4","18","10","1","","serious_repair_needed","31860","$","Darnitsky"
"5107","67.2","45","12","2","","serious_repair_needed","40320","$","Sviatoshynsky"
"5108","59.4","35","12","2","","serious_repair_needed","35640","$","Sviatoshynsky"
"5109","111.7","53","12","3","","serious_repair_needed","89360","$","Darnitsky"
"5110","67.16","35.78","Nov-55","2","","serious_repair_needed","57086","$","Darnitsky"
"5111","47.5","21","12","1","","from_builders(planirovka)","800","$","Holosiivsky"
"5112","45","28","15","1","","euro","47500","$","Darnitsky"
"5113","96","60","15","2","","good","70000","$","Dneprovsky"
"5114","126","45","50","3","","repair_unfinished","125000","$","Dneprovsky"
"5115","36","16","9","1","","from_builders(planirovka)","35500","$","Darnitsky"
"5116","56","18","20","1","","euro","83000","$","Darnitsky"
"5117","126","62","15","4","","euro","93000","$","Darnitsky"
"5118","31","15","5-Jan","1","","from_builders(planirovka)","24500","$","Holosiivsky"
"5119","47","30","7","2","","euro","46000","$","Solomensky"
"5120","57","35","8","3","","good","44000","$","Obolon"
"5121","118","55","18","3","","good","140000","$","Shevchenkovsky"
"5122","32","18","8","1","","good","32900","$","Podolsky"
"5123","30","17","6","1","","good","33000","$","Solomensky"
"5124","388","75","36","6","","euro","1200000","$","Shevchenkovsky"
"5125","120","64","44","3","","euro","340000","$","Pechersky"
"5126","209","120","50","3","","euro","409990","$","Dneprovsky"
"5127","49","20","20","1","","from_builders(planirovka)","80520","$","Podolsky"
"5128","209","120","55","5","","euro","410000","$","Dneprovsky"
"5129","40","17","12","1","","good","25500","$","Obolon"
"5130","87","35","35","3","","euro","130000","$","Podolsky"
"5131","51","14","20","1","","euro","82000","$","Solomensky"
"5132","108","59","22","3","","from_builders(planirovka)","140400","$","Solomensky"
"5133","73","34","16","2","","from_builders(planirovka)","80300","$","Solomensky"
"5134","200","100","22","4","","good","1500000","$","Pechersky"
"5135","173.5","104","17","5","","euro","640000","$","Shevchenkovsky"
"5136","80","36","12","2","","from_builders(planirovka)","105000","$","Holosiivsky"
"5137","88","35","27","3","","euro","130000","$","Podolsky"
"5138","79","46","13","2","","euro","124900","$","Solomensky"
"5139","165","71","39.9","4","","euro","520000","$","Shevchenkovsky"
"5140","194.1","105.2","22","3","","euro","819200","$","Pechersky"
"5141","50","30.2","7-Jan","2","","euro","75000","$","Shevchenkovsky"
"5142","51","31-Aug","8-Jan","2","","good","68000","$","Shevchenkovsky"
"5143","109","72.5","12-Aug","4","","euro","202000","$","Pechersky"
"5144","169.7","104.4","18-Jan","4","","euro","220900","$","Shevchenkovsky"
"5145","106","53","19","3","","euro","188000","$","Shevchenkovsky"
"5146","47","11-May","18","2","","cosmetic_repair_needed","79500","$","Solomensky"
"5147","45","13","25","2","","euro","80000","$","Holosiivsky"
"5148","65.7","33.9","20-Aug","3","","euro","96500","$","Shevchenkovsky"
"5149","47","14","17-Mar","1","","euro","78500","$","Solomensky"
"5150","83.1","45.7","14-Jul","3","","from_builders(planirovka)","99000","$","Solomensky"
"5151","52","19-Jan","11-Apr","1","","euro","85000","$","Shevchenkovsky"
"5152","48","17","12","1","","euro","65000","$","Shevchenkovsky"
"5153","80","28","40","3","","euro","120000","uah","Holosiivsky"
"5154","86","46","14-Sep","3","","euro","118000","$","Holosiivsky"
"5155","54","21","14","1","","from_builders(planirovka)","3057460","uah","Pechersky"
"5156","130","40","14","3","","from_builders(planirovka)","7425830","uah","Pechersky"
"5157","300","120","20","5","","from_builders(planirovka)","17740100","uah","Pechersky"
"5158","120","61","13","3","","from_builders(planirovka)","5310520","uah","Pechersky"
"5159","123","64","15","3","","from_builders(planirovka)","6171870","uah","Pechersky"
"5160","33","16","8","1","","from_builders(planirovka)","768614","uah","Darnitsky"
"5161","60","28","15","2","","from_builders(planirovka)","1338060","uah","Darnitsky"
"5162","180","95","20","4","","from_builders(planirovka)","10314300","uah","Pechersky"
"5163","123","67","15","3","","from_builders(planirovka)","6171870","uah","Pechersky"
"5164","44","15","18","1","","from_builders(planirovka)","41200","$","Shevchenkovsky"
