"","square1","square2","square3","room","type_house","state","value","currency","dist"
"3046","51","30","7","2","","good","51000","$","Obolon"
"3047","68","1","15","2","","from_builders(planirovka)","45000","$","Solomensky"
"3048","55","18","12","1","","euro","53000","$","Podolsky"
"3049","80","60","7","3","","good","145000","$","Pechersky"
"3050","83","46","17","2","","from_builders(planirovka)","3490000","uah","Pechersky"
"3051","54","20","17","1","","from_builders(planirovka)","2399000","uah","Pechersky"
"3052","60","29","12","2","","from_builders(planirovka)","1605000","uah","Darnitsky"
"3053","99","42","12","2","ukrainian_brick","euro","220000","$","Pechersky"
"3054","105","64","16","3","","good","125000","$","Darnitsky"
"3055","48","30","6","2","panel","good","40000","$","Shevchenkovsky"
"3056","214","170","35","3","ukrainian_brick","satisfactory","105000","$","Desniansky"
"3057","54","21","14","1","ukrainian_brick","from_builders(otdelka)","105000","$","Pechersky"
"3058","240","61","130","4","","euro","300000","$","Dneprovsky"
"3059","57","40","7","3","","satisfactory","53000","$","Solomensky"
"3060","87","42","12","3","monolyth_concrete","from_builders(otdelka)","89000","$","Dneprovsky"
"3061","75","40","11","3","","euro","65000","$","Holosiivsky"
"3062","50","21-Apr","13-Feb","1","ukrainian_brick","good","65000","$","Podolsky"
"3063","77","35","17","2","","euro","125000","$","Holosiivsky"
"3064","76","39","15","2","monolyth_concrete","euro","117000","$","Holosiivsky"
"3065","90","38","23","2","ukrainian_brick","from_builders(otdelka)","170000","$","Darnitsky"
"3066","130","100","20","4","ukrainian_brick","euro","170000","$","Solomensky"
"3067","70","35","19","2","monolyth_concrete","euro","138000","$","Darnitsky"
"3068","150","70","26","3","monolyth_concrete","euro","404000","$","Pechersky"
"3069","64","32","12","2","ukrainian_panel","from_builders(planirovka)","43000","$","Darnitsky"
"3070","62","24","18","1","ukrainian_brick","euro","107000","$","Solomensky"
"3071","50","15","16","1","ukrainian_brick","from_builders(planirovka)","62000","$","Shevchenkovsky"
"3072","58","40","7","3","","serious_repair_needed","45000","$","Dneprovsky"
"3073","115","55","12","3","","good","82000","$","Darnitsky"
"3074","43","19","10","1","","from_builders(planirovka)","40000","$","Solomensky"
"3075","117","70","13","3","ukrainian_brick","euro","150000","$","Darnitsky"
"3076","41","18","12","1","monolyth_concrete","from_builders(planirovka)","44000","$","Darnitsky"
"3077","71","35","12","2","monolyth_concrete","euro","71000","$","Darnitsky"
"3078","63","36","9","2","old_brick","serious_repair_needed","80000","$","Pechersky"
"3079","46","35","7","2","ukrainian_brick","cosmetic_repair_needed","29990","$","Podolsky"
"3080","107.8","56.2","25-Jun","3","","euro","113190","$","Shevchenkovsky"
"3081","116","70","20","3","ukrainian_brick","euro","68500","$","Darnitsky"
"3082","78","38","15","2","ukrainian_brick","euro","105000","$","Darnitsky"
"3083","46","35","11","1","ukrainian_brick","euro","65000","$","Darnitsky"
"3084","104","61","16","3","ukrainian_brick","euro","140000","$","Darnitsky"
"3085","72","32","12","2","","euro","79000","$","Darnitsky"
"3086","118","39","50","4","ukrainian_brick","euro","250000","$","Darnitsky"
"3087","250","130","20","5","Stalinka","euro","265000","$","Podolsky"
"3088","86","49","16","2","","serious_repair_needed","90000","$","Sviatoshynsky"
"3089","189","121","17","5","panel","from_builders(planirovka)","4926300","uah","Holosiivsky"
"3090","60","18","24","1","ukrainian_brick","euro","149000","$","Darnitsky"
"3091","44","18","12","1","monolyth_concrete","euro","43000","$","Desniansky"
"3092","52","32","8","2","panel","good","47960","$","Obolon"
"3093","94","67","8","3","Stalinka","euro","265000","$","Pechersky"
"3094","136","80","20","3","","euro","520000","$","Pechersky"
"3095","49","18","15","1","monolyth_concrete","good","28700","$","Obolon"
"3096","81","50","15","2","ukrainian_brick","satisfactory","123000","$","Shevchenkovsky"
"3097","76","36","13","2","ukrainian_brick","from_builders(otdelka)","102000","$","Holosiivsky"
"3098","49","16","22","1","monolyth_concrete","from_builders(planirovka)","52500","$","Darnitsky"
"3099","75","44","11-May","3","before_revolution","euro","120000","$","Shevchenkovsky"
"3100","37","18","9","1","monolyth_concrete","from_builders(planirovka)","30000","$","Darnitsky"
"3101","68","30","20","2","monolyth_concrete","from_builders(planirovka)","61800","$","Dneprovsky"
"3102","70","35","18","2","ukrainian_brick","euro","82000","$","Holosiivsky"
"3103","80","42","8","3","ukrainian_panel","euro","85000","$","Darnitsky"
"3104","60.4","40.7","7-Feb","3","old_brick","good","50000","$","Holosiivsky"
"3105","130","86","14","4","ukrainian_brick","from_builders(planirovka)","185000","$","Shevchenkovsky"
"3106","91","52","13","3","ukrainian_brick","good","79000","$","Sviatoshynsky"
"3107","62","31","14","2","monolyth_concrete","euro","110000","$","Holosiivsky"
"3108","78","37","15","2","ukrainian_brick","good","112000","$","Darnitsky"
"3109","78","45","10","3","","good","47500","$","Darnitsky"
"3110","70","26","24","2","ukrainian_brick","from_builders(otdelka)","77500","$","Darnitsky"
"3111","150","100","35","5","monolyth_concrete","euro","165000","$","Dneprovsky"
"3112","100","58","12","4","ukrainian_brick","good","82000","$","Darnitsky"
"3113","61","45","7","2","Stalinka","satisfactory","72000","$","Shevchenkovsky"
"3114","73","48","8","3","panel","good","47000","uah","Shevchenkovsky"
"3115","50","13-Apr","21-Aug","1","ukrainian_brick","euro","147000","$","Pechersky"
"3116","82.6","44.4","15-Feb","2","ukrainian_brick","good","127000","$","Holosiivsky"
"3117","56","38","6","3","Stalinka","satisfactory","55000","$","Solomensky"
"3118","53","32","9","2","ukrainian_brick","good","44900","$","Dneprovsky"
"3119","72","35","11","2","","good","48000","$","Desniansky"
"3120","61","35","18","2","","euro","125000","$","Holosiivsky"
"3121","85","49","13","3","","from_builders(otdelka)","59500","$","Holosiivsky"
"3122","77","36","17","2","monolyth_concrete","from_builders(otdelka)","77000","$","Holosiivsky"
"3123","130","83","13","5","before_revolution","serious_repair_needed","70000","$","Shevchenkovsky"
"3124","40","18","15","1","ukrainian_brick","from_builders(planirovka)","535000","uah","Solomensky"
"3125","122.1","47.7","28-Apr","3","","from_builders(planirovka)","225000","$","Shevchenkovsky"
"3126","122.1","47.7","28-Apr","2","","from_builders(planirovka)","175000","$","Shevchenkovsky"
"3127","93","38.7","25-Jul","2","","from_builders(planirovka)","164000","$","Shevchenkovsky"
"3128","57","30","7","2","monolyth_concrete","euro","150000","$","Darnitsky"
"3129","84","42","18","2","monolyth_concrete","euro","190000","$","Darnitsky"
"3130","85","44","10","3","ukrainian_brick","euro","128000","$","Obolon"
"3131","55","12","20","2","monolyth_concrete","euro","162000","$","Pechersky"
"3132","37","20","9","1","ukrainian_brick","satisfactory","45000","$","Darnitsky"
"3133","80","35","25","2","","euro","140000","$","Shevchenkovsky"
"3134","106","53","16","3","","satisfactory","78000","$","Darnitsky"
"3135","40","18","10","1","monolyth_concrete","from_builders(otdelka)","33000","$","Desniansky"
"3136","121","72","18","3","ukrainian_brick","good","960000","$","Shevchenkovsky"
"3137","47","29","9","2","panel","from_builders(otdelka)","49000","$","Obolon"
"3138","50","34","6","2","","euro","200000","$","Pechersky"
"3139","55","33","9","2","Stalinka","euro","89000","$","Pechersky"
"3140","60","30","25","2","","euro","81500","$","Dneprovsky"
"3141","84.4","48","12-Feb","3","ukrainian_brick","from_builders(otdelka)","57400","$","Holosiivsky"
"3142","85","43","26","3","monolyth_concrete","from_builders(planirovka)","77000","$","Dneprovsky"
"3143","78","36","15","2","ukrainian_brick","euro","120000","$","Obolon"
"3144","64.3","36.7","11-Mar","2","","good","119000","$","Shevchenkovsky"
"3145","72","43","9","3","old_brick","cosmetic_repair_needed","65000","$","Solomensky"
"3146","44","26","8","2","monolyth_concrete","euro","78000","$","Holosiivsky"
"3147","95","29-May","30-Apr","2","","euro","193000","$","Pechersky"
"3148","115","56.2","19-May","3","ukrainian_brick","euro","215000","$","Pechersky"
"3149","45","30","7","2","","euro","70000","$","Shevchenkovsky"
"3150","122","78","14","4","","from_builders(planirovka)","185000","$","Shevchenkovsky"
"3151","55","17-Jun","29-Mar","1","monolyth_concrete","euro","90000","$","Shevchenkovsky"
"3152","44","14-Sep","13-May","1","ukrainian_brick","from_builders(planirovka)","90000","$","Holosiivsky"
"3153","116","75","15","3","monolyth_concrete","from_builders(planirovka)","170000","$","Pechersky"
"3154","92","83.2","8","3","monolyth_concrete","euro","99000","uah","Shevchenkovsky"
"3155","72","34","11","2","","from_builders(otdelka)","64500","$","Holosiivsky"
"3156","110","58","17","3","","good","95000","$","Sviatoshynsky"
"3157","61","23-Apr","14-May","1","monolyth_concrete","from_builders(otdelka)","67000","$","Holosiivsky"
"3158","35","12","12","1","ukrainian_panel","euro","52500","$","Holosiivsky"
"3159","66","30","11","2","panel","from_builders(otdelka)","66000","$","Holosiivsky"
"3160","46","18","19","1","monolyth_concrete","from_builders(otdelka)","68000","$","Holosiivsky"
"3161","81","44","21","2","monolyth_concrete","from_builders(planirovka)","67000","$","Darnitsky"
"3162","89","45","25","2","monolyth_concrete","from_builders(planirovka)","155000","$","Pechersky"
"3163","70","33","15","2","ukrainian_brick","from_builders(otdelka)","40000","$","Solomensky"
"3164","43.4","28","5-Feb","2","old_brick","cosmetic_repair_needed","32900","$","Sviatoshynsky"
"3165","107","60","12","3","ukrainian_brick","good","107000","$","Darnitsky"
"3166","53","18","19","1","","from_builders(otdelka)","94590","$","Holosiivsky"
"3167","98","58","25","3","","euro","112000","$","Obolon"
"3168","45","19","6","2","","good","54000","$","Obolon"
"3169","51","30","8","2","","cosmetic_repair_needed","44000","uah","Sviatoshynsky"
"3170","29","15","7","1","","euro","66000","$","Holosiivsky"
"3171","128","80","19","4","","euro","250000","$","Podolsky"
"3172","58","31","9","2","","good","83000","$","Podolsky"
"3173","78","50","9","3","ukrainian_brick","euro","62000","$","Sviatoshynsky"
"3174","81","44","10","3","","euro","128000","$","Obolon"
"3175","195","106","23","3","ukrainian_brick","euro","820000","$","Pechersky"
"3176","46","13","17","1","monolyth_concrete","from_builders(planirovka)","46500","$","Darnitsky"
"3177","106","70","20","3","ukrainian_brick","from_builders(planirovka)","110000","$","Holosiivsky"
"3178","62","30","13","2","ukrainian_brick","from_builders(otdelka)","55000","$","Holosiivsky"
"3179","147","42","56","3","","from_builders(planirovka)","279000","$","Pechersky"
"3180","56","33.9","11-Mar","2","","good","85000","$","Pechersky"
"3181","56","31","11","2","","euro","68000","$","Darnitsky"
"3182","48","15","25","1","","euro","66500","$","Darnitsky"
"3183","62","45","8","3","","serious_repair_needed","37900","$","Sviatoshynsky"
"3184","77","46","9","3","panel","good","66800","$","Shevchenkovsky"
"3185","36","18","9","1","ukrainian_brick","euro","60000","$","Solomensky"
"3186","74","42.7","5-Jul","2","monolyth_concrete","euro","280000","$","Pechersky"
"3187","65.3","33.8","20","2","before_revolution","euro","97000","$","Shevchenkovsky"
"3188","70","35","19","2","ukrainian_brick","euro","139000","$","Darnitsky"
"3189","50","15-Jun","23-Feb","1","ukrainian_brick","from_builders(planirovka)","120000","$","Pechersky"
"3190","57","17-Jun","22-Apr","1","ukrainian_brick","from_builders(planirovka)","120000","$","Pechersky"
"3191","37","17","9","1","ukrainian_panel","from_builders(otdelka)","33000","$","Darnitsky"
"3192","45","19","11","1","monolyth_concrete","euro","94900","$","Pechersky"
"3193","58","32","10","2","Stalinka","euro","57000","$","Dneprovsky"
"3194","117","74","16","3","monolyth_concrete","from_builders(otdelka)","120000","$","Holosiivsky"
"3195","144","71","17","4","ukrainian_brick","good","290000","$","Pechersky"
"3196","138.2","59","38.3","4","","from_builders(planirovka)","215000","$","Shevchenkovsky"
"3197","60","20","31","2","Stalinka","euro","113000","$","Pechersky"
"3198","164","100","16","5","","euro","190000","$","Holosiivsky"
"3199","57","21","21","2","monolyth_concrete","euro","150000","$","Darnitsky"
"3200","43","30","10","1","monolyth_concrete","euro","145000","$","Pechersky"
"3201","86","36","30","2","ukrainian_brick","from_builders(otdelka)","170000","$","Shevchenkovsky"
"3202","122","78","12","4","","from_builders(otdelka)","98000","uah","Podolsky"
"3203","53","18","10","2","","euro","87000","$","Holosiivsky"
"3204","69","42","9","3","","euro","54000","$","Holosiivsky"
"3205","46","20","15","1","","euro","62000","$","Darnitsky"
"3206","100","62","15","3","","euro","87000","$","Darnitsky"
"3207","65","37","15","2","","euro","130000","$","Shevchenkovsky"
"3208","38","27","8","1","","euro","64500","$","Podolsky"
"3209","27","13-May","5-Mar","1","","good","29000","$","Sviatoshynsky"
"3210","80","42","12","2","","euro","119000","$","Pechersky"
"3211","73","50","9","3","","good","257700","$","Shevchenkovsky"
"3212","60","32","9","2","Stalinka","serious_repair_needed","129900","$","Podolsky"
"3213","153.5","94","18","4","","from_builders(planirovka)","244000","$","Pechersky"
"3214","81","49","15","3","ukrainian_brick","euro","98000","$","Sviatoshynsky"
"3215","77","45","15","2","monolyth_concrete","from_builders(planirovka)","63500","$","Holosiivsky"
"3216","58","34","9","2","old_brick","serious_repair_needed","97000","$","Pechersky"
"3217","66","32","11","2","monolyth_concrete","from_builders(otdelka)","90000","$","Shevchenkovsky"
"3218","70.9","41","7","3","ukrainian_brick","serious_repair_needed","61000","$","Holosiivsky"
"3219","75","44","11","3","before_revolution","good","120000","$","Shevchenkovsky"
"3220","130","84","11","4","","euro","585000","$","Pechersky"
"3221","42","13","18","1","","from_builders(otdelka)","42000","$","Holosiivsky"
"3222","58","40","8","3","ukrainian_brick","good","67000","$","Solomensky"
"3223","82","42","12","2","","euro","115000","$","Solomensky"
"3224","28","17","6","1","","good","23500","$","Obolon"
"3225","31","19","5","1","","satisfactory","23000","$","Podolsky"
"3226","140.9","77.6","14-Feb","3","ukrainian_brick","from_builders(otdelka)","95800","$","Holosiivsky"
"3227","230","115","31","4","before_revolution","euro","1500000","$","Pechersky"
"3228","68","40","10","3","","satisfactory","48000","$","Shevchenkovsky"
"3229","305","200","50","5","","euro","1100000","$","Obolon"
"3230","39","17","9","1","monolyth_concrete","from_builders(planirovka)","42000","$","Solomensky"
"3231","48","18","11","1","monolyth_concrete","from_builders(planirovka)","55000","$","Shevchenkovsky"
"3232","59","14","33","2","","euro","210000","$","Holosiivsky"
"3233","70.2","32.5","17-Mar","2","ukrainian_brick","from_builders(planirovka)","64500","$","Holosiivsky"
"3234","24","12","4","1","","good","24500","$","Sviatoshynsky"
"3235","76.7","24-May","30-Jul","3","before_revolution","good","230000","$","Shevchenkovsky"
"3236","125","70","17","3","Stalinka","cosmetic_repair_needed","186000","$","Shevchenkovsky"
"3237","47","34","8","2","panel","good","65000","$","Obolon"
"3238","56","41","7","2","","euro","139000","$","Pechersky"
"3239","163.1","61.7","33.6","4","","from_builders(planirovka)","275000","$","Shevchenkovsky"
"3240","246","113.4","54.9","5","","from_builders(planirovka)","515000","$","Shevchenkovsky"
"3241","155","66","31","4","ukrainian_brick","euro","250000","$","Podolsky"
"3242","203","105","33","4","ukrainian_brick","euro","285000","$","Shevchenkovsky"
"3243","228","118","18","4","monolyth_concrete","from_builders(planirovka)","920000","$","Pechersky"
"3244","240","78","25","4","Stalinka","good","580000","$","Pechersky"
"3245","152","40","24","3","monolyth_concrete","euro","599000","$","Dneprovsky"
"3246","326","180","38","5","ukrainian_brick","from_builders(otdelka)","730000","$","Pechersky"
"3247","93","68","9","2","","cosmetic_repair_needed","315000","$","Shevchenkovsky"
"3248","47","15","19","1","monolyth_concrete","from_builders(planirovka)","50000","$","Darnitsky"
"3249","96","51","15","3","ukrainian_brick","from_builders(planirovka)","130000","$","Obolon"
"3250","87","55","15","3","ukrainian_brick","euro","233000","$","Holosiivsky"
"3251","62","41","8-May","2","before_revolution","satisfactory","102000","$","Shevchenkovsky"
"3252","206","119","33","4","ukrainian_brick","euro","420000","$","Holosiivsky"
"3253","48","29","7","2","Stalinka","good","39950","$","Darnitsky"
"3254","38","17-Jan","6-Jul","1","","euro","38000","$","Sviatoshynsky"
"3255","39","18","9","1","","good","33000","$","Desniansky"
"3256","103.5","50","16","3","monolyth_concrete","from_builders(otdelka)","125000","$","Holosiivsky"
"3257","55","25","12","1","monolyth_concrete","euro","82900","$","Shevchenkovsky"
"3258","188","101","23","3","ukrainian_brick","euro","350000","$","Shevchenkovsky"
"3259","126","95","12","4","Stalinka","euro","214000","$","Shevchenkovsky"
"3260","140","73","21","3","ukrainian_brick","euro","330000","$","Pechersky"
"3261","38","17","14","1","ukrainian_brick","euro","64900","$","Shevchenkovsky"
"3262","172","98","17","4","ukrainian_brick","from_builders(planirovka)","340000","$","Shevchenkovsky"
"3263","93","51","16","3","old_brick","from_builders(otdelka)","74400","$","Shevchenkovsky"
"3264","514","200","50","4","","from_builders(planirovka)","2000000","$","Pechersky"
"3265","151","60","50","5","","from_builders(planirovka)","407700","$","Pechersky"
"3266","85","30","41","3","","good","234000","$","Holosiivsky"
"3267","42","20","13","1","ukrainian_brick","from_builders(planirovka)","50000","$","Holosiivsky"
"3268","150","75","40","3","","euro","290000","$","Pechersky"
"3269","40","16","10","1","","euro","52000","$","Darnitsky"
"3270","56","32","7","1","Stalinka","good","119000","$","Pechersky"
"3271","40","12-Mar","16-Mar","1","monolyth_concrete","euro","65000","uah","Solomensky"
"3272","41","26","7","2","panel","satisfactory","42500","$","Obolon"
"3273","64","33","10","2","monolyth_concrete","from_builders(otdelka)","59500","$","Shevchenkovsky"
"3274","96.5","60.6","17-Jan","3","before_revolution","cosmetic_repair_needed","140000","$","Shevchenkovsky"
"3275","68","41","8","3","panel","cosmetic_repair_needed","55000","$","Dneprovsky"
"3276","42","17","12","1","","from_builders(otdelka)","37500","$","Holosiivsky"
"3277","68","31","12","2","","from_builders(otdelka)","59900","$","Holosiivsky"
"3278","42","28","6","2","","satisfactory","37900","$","Solomensky"
"3279","26","17","6","1","monolyth_concrete","from_builders(otdelka)","28000","$","Holosiivsky"
"3280","117","50","36","3","","euro","149000","$","Darnitsky"
"3281","125","90","25","4","","euro","199000","$","Holosiivsky"
"3282","58","31","15","2","","euro","135000","$","Pechersky"
"3283","60.9","16-Mar","27","1","","from_builders(planirovka)","185000","$","Holosiivsky"
"3284","92","50","15","3","","euro","160000","$","Pechersky"
"3285","126","67","15","3","","euro","210000","$","Obolon"
"3286","42","16","13","1","ukrainian_brick","from_builders(planirovka)","38500","$","Darnitsky"
"3287","75","45","15","2","ukrainian_brick","from_builders(planirovka)","70000","$","Sviatoshynsky"
"3288","67","36.6","8-Apr","2","Stalinka","euro","87000","$","Pechersky"
"3289","91","46","14","3","ukrainian_brick","serious_repair_needed","150000","$","Obolon"
"3290","157","73","23","4","Stalinka","good","134000","$","Pechersky"
"3291","180","103.7","17-Feb","4","ukrainian_brick","from_builders(planirovka)","329000","$","Pechersky"
"3292","45","28","9","2","ukrainian_panel","good","56500","$","Dneprovsky"
"3293","75","47","10","3","ukrainian_brick","satisfactory","69000","$","Pechersky"
"3294","95","49","20","3","","from_builders(otdelka)","86990","$","Holosiivsky"
"3295","30","15","6","1","","serious_repair_needed","24500","$","Podolsky"
"3296","27","15","4","1","","good","29000","$","Shevchenkovsky"
"3297","72","42","8","3","","good","47000","$","Desniansky"
"3298","83","40","12","2","ukrainian_brick","from_builders(otdelka)","96000","$","Dneprovsky"
"3299","64","45","14","2","Stalinka","cosmetic_repair_needed","135000","$","Shevchenkovsky"
"3300","140","60","50","4","","euro","210000","$","Holosiivsky"
"3301","89","48","13","2","Stalinka","good","290000","$","Pechersky"
"3302","186","104","30","5","ukrainian_brick","repair_unfinished","240000","$","Obolon"
"3303","67","30","14","2","","good","63500","$","Darnitsky"
"3304","42","16","10","1","monolyth_concrete","from_builders(otdelka)","61500","$","Shevchenkovsky"
"3305","61","34","13","2","monolyth_concrete","euro","53000","$","Sviatoshynsky"
"3306","43","11","19","1","","from_builders(planirovka)","50000","$","Dneprovsky"
"3307","48","32","8","2","ukrainian_brick","cosmetic_repair_needed","35500","$","Desniansky"
"3308","69","49","7-Jan","3","","good","45000","$","Desniansky"
"3309","69","51","8","3","old_brick","good","72000","$","Obolon"
"3310","65","39","12","2","","good","145000","$","Pechersky"
"3311","96","51","15","2","","from_builders(planirovka)","130000","$","Obolon"
"3312","102","58.5","14-May","2","","euro","235000","$","Shevchenkovsky"
"3313","53","20","16","1","","from_builders(otdelka)","48000","$","Holosiivsky"
"3314","41","19","10","1","","from_builders(planirovka)","37000","$","Solomensky"
"3315","39","18","13","1","monolyth_concrete","euro","58300","$","Sviatoshynsky"
"3316","79","53","8","3","ukrainian_brick","good","71000","$","Shevchenkovsky"
"3317","80","46","12","3","","from_builders(planirovka)","114000","$","Shevchenkovsky"
"3318","70","48","8","3","panel","good","56000","$","Dneprovsky"
"3319","61","44","7","3","old_brick","good","57000","$","Dneprovsky"
"3320","45","27","8","2","panel","good","54000","$","Dneprovsky"
"3321","160","88","16","4","monolyth_concrete","euro","2300","$","Pechersky"
"3322","70","30","25","2","ukrainian_brick","from_builders(otdelka)","122000","$","Pechersky"
"3323","118","55","18","3","ukrainian_brick","cosmetic_repair_needed","138000","$","Shevchenkovsky"
"3324","42","16","15","1","monolyth_concrete","repair_unfinished","60500","$","Holosiivsky"
"3325","31","18","7","1","old_brick","good","35000","$","Holosiivsky"
"3326","71","17","36","2","monolyth_concrete","euro","220000","$","Pechersky"
"3327","56","27","20","2","monolyth_concrete","euro","81500","$","Darnitsky"
"3328","52","30","8","2","panel","good","44000","$","Podolsky"
"3329","28","15","6","1","old_brick","good","30000","$","Podolsky"
"3330","36","20","8","1","panel","good","34000","$","Obolon"
"3331","73","43","9","3","panel","good","52000","$","Podolsky"
"3332","120","69","15","3","","from_builders(otdelka)","105999","$","Darnitsky"
"3333","33","16","6","1","","cosmetic_repair_needed","40000","$","Solomensky"
"3334","51","19","15","1","monolyth_concrete","euro","60000","$","Desniansky"
"3335","45","20","10","1","","euro","145000","$","Pechersky"
"3336","70","46","7","2","Stalinka","euro","160000","$","Pechersky"
"3337","42","26","7","2","panel","euro","47000","$","Dneprovsky"
"3338","109","62","35","3","ukrainian_brick","euro","250000","$","Pechersky"
"3339","64","42","8","3","panel","cosmetic_repair_needed","60000","$","Obolon"
"3340","220","160","20","4","before_revolution","euro","649999","$","Pechersky"
"3341","89","60","20","3","ukrainian_brick","from_builders(planirovka)","69000","$","Dneprovsky"
"3342","108","60","20","3","ukrainian_brick","from_builders(planirovka)","69000","$","Dneprovsky"
"3343","68","42","8","3","panel","good","50000","$","Sviatoshynsky"
"3344","52","30","8","2","panel","good","44000","$","Podolsky"
"3345","332","300","32","5","Stalinka","euro","490000","$","Pechersky"
"3346","39","19","9","1","ukrainian_brick","euro","37900","$","Darnitsky"
"3347","114","57","17","3","ukrainian_brick","euro","162000","$","Shevchenkovsky"
"3348","130","41","16","4","ukrainian_brick","euro","153000","$","Shevchenkovsky"
"3349","120","66","16","3","ukrainian_brick","euro","175000","$","Shevchenkovsky"
"3350","130","78","27","3","ukrainian_brick","euro","177000","$","Shevchenkovsky"
"3351","107","60","40","3","ukrainian_brick","euro","195000","$","Solomensky"
"3352","133","63","20","4","ukrainian_brick","from_builders(planirovka)","186000","$","Solomensky"
"3353","104","54","13","3","ukrainian_brick","euro","172000","$","Solomensky"
"3354","90","53","20","3","before_revolution","euro","220000","$","Pechersky"
"3355","129","100","20","3","ukrainian_brick","euro","159000","$","Solomensky"
"3356","140","100","20","3","ukrainian_brick","from_builders(planirovka)","160000","$","Solomensky"
"3357","85","48","10","3","ukrainian_brick","good","75000","$","Dneprovsky"
"3358","86","48","10","3","ukrainian_brick","good","83000","$","Dneprovsky"
"3359","95","65","10","4","ukrainian_brick","good","99000","$","Dneprovsky"
"3360","125","78","18","3","ukrainian_brick","euro","170000","$","Obolon"
"3361","148","86","18","4","ukrainian_brick","euro","245000","$","Obolon"
"3362","70","36","11","2","monolyth_concrete","euro","114000","$","Holosiivsky"
"3363","71","36","11","2","monolyth_concrete","euro","115000","$","Holosiivsky"
"3364","50","20","14","1","monolyth_concrete","euro","82000","$","Holosiivsky"
"3365","35","19","7","1","","satisfactory","31500","$","Solomensky"
"3366","51","32","8-May","2","Stalinka","cosmetic_repair_needed","47000","$","Shevchenkovsky"
"3367","66","34","14","2","monolyth_concrete","euro","109500","$","Shevchenkovsky"
"3368","75","43","10","3","ukrainian_panel","good","45000","$","Darnitsky"
"3369","43","18","9","1","ukrainian_panel","from_builders(otdelka)","43000","$","Darnitsky"
"3370","100","46","16","2","ukrainian_brick","euro","135000","$","Shevchenkovsky"
"3371","53","32","8","2","Stalinka","euro","82500","$","Pechersky"
"3372","179","100","18","4","monolyth_concrete","from_builders(planirovka)","232700","$","Holosiivsky"
"3373","48","18","16","1","monolyth_concrete","euro","145000","$","Pechersky"
"3374","72","46","9","2","Stalinka","good","154999","$","Pechersky"
"3375","50","14","22","1","monolyth_concrete","euro","147000","$","Pechersky"
"3376","64","34","12","2","ukrainian_brick","euro","76000","$","Obolon"
"3377","216","140","14","4","ukrainian_brick","euro","1050000","$","Shevchenkovsky"
"3378","67","35","15","2","monolyth_concrete","euro","100000","$","Shevchenkovsky"
"3379","46","35","11","1","ukrainian_brick","euro","83900","$","Shevchenkovsky"
"3380","33","19","6","1","old_brick","serious_repair_needed","25900","$","Solomensky"
"3381","62","39","7","3","panel","good","48000","$","Obolon"
"3382","40","15","15","1","monolyth_concrete","serious_repair_needed","47000","$","Holosiivsky"
"3383","90","50","15","3","ukrainian_brick","euro","83000","$","Desniansky"
"3384","130","60","50","4","monolyth_concrete","euro","585000","$","Pechersky"
"3385","109","62","16","3","monolyth_concrete","euro","280000","$","Obolon"
"3386","147","65","20","3","ukrainian_brick","euro","580000","$","Obolon"
"3387","165","86","40","4","ukrainian_brick","euro","420000","$","Obolon"
"3388","92","45","25","2","monolyth_concrete","euro","260000","$","Obolon"
"3389","31","12","10","1","ukrainian_brick","from_builders(planirovka)","19999","$","Solomensky"
"3390","81","45","14","3","ukrainian_brick","from_builders(planirovka)","45000","$","Solomensky"
"3391","248","170","28","5","ukrainian_brick","euro","1200000","$","Obolon"
"3392","165","77","55","4","monolyth_concrete","euro","630000","$","Obolon"
"3393","53","30","9","2","Stalinka","euro","59000","$","Solomensky"
"3394","92","46","14","3","ukrainian_panel","good","62000","$","Desniansky"
"3395","32.81","15.42","5","1","monolyth_concrete","cosmetic_repair_needed","653100","uah","Desniansky"
"3396","82.35","36","11-May","2","ukrainian_panel","from_builders(otdelka)","68500","$","Holosiivsky"
"3397","90.9","51.5","12-Mar","3","ukrainian_panel","cosmetic_repair_needed","1548000","uah","Holosiivsky"
"3398","57.7","19-May","15-Jun","1","monolyth_concrete","cosmetic_repair_needed","2596500","uah","Pechersky"
"3399","36.59","17.33","7","1","panel","cosmetic_repair_needed","725900","uah","Desniansky"
"3400","85.6","43.4","13-Feb","2","monolyth_concrete","cosmetic_repair_needed","3698700","uah","Pechersky"
"3401","77.9","30","18","2","ukrainian_panel","from_builders(otdelka)","65000","uah","Holosiivsky"
"3402","74.3","32.52","13.71","2","monolyth_concrete","cosmetic_repair_needed","60500","$","Holosiivsky"
"3403","62","31","13","2","monolyth_concrete","cosmetic_repair_needed","1605600","uah","Darnitsky"
"3404","84.1","40","12","2","monolyth_concrete","cosmetic_repair_needed","3557500","uah","Pechersky"
"3405","48.57","15-Jul","22.38","1","monolyth_concrete","cosmetic_repair_needed","1358100","uah","Shevchenkovsky"
"3406","67.9","32.23","14.41","2","monolyth_concrete","cosmetic_repair_needed","1780400","uah","Shevchenkovsky"
"3407","48.3","17.72","Dec-26","1","ukrainian_panel","cosmetic_repair_needed","835100","uah","Holosiivsky"
"3408","120","70","17","3","monolyth_concrete","euro","175000","$","Dneprovsky"
"3409","350","241","26","6","before_revolution","good","745000","$","Pechersky"
"3410","72","39","15","2","ukrainian_brick","cosmetic_repair_needed","67000","$","Darnitsky"
"3411","44","27","6","1","ukrainian_brick","cosmetic_repair_needed","45500","$","Pechersky"
